Date,winner,loser,wml
1991-02-01,-0.002571677609334967,-0.0036325175936853396,0.0010608399843503725
1991-02-02,0.0015863634007962624,0.0008195351449564995,0.0007668282558397629
1991-02-04,-0.004421107898801875,-0.0013599918359758533,-0.0030611160628260213
1991-02-05,0.0010707624541170374,0.0022979351502578093,-0.0012271726961407719
1991-02-06,0.003756761810565451,0.010207155180418988,-0.006450393369853537
1991-02-07,-0.0017687196180789864,-0.003311393352875209,0.0015426737347962224
1991-02-08,-0.007492010108323473,-0.00883781974528221,0.0013458096369587365
1991-02-09,0.0018838482796967046,0.0074735905715469005,-0.005589742291850196
1991-02-11,-0.0021225916046438884,-0.0028516054580831037,0.0007290138534392153
1991-02-12,0.02027736590286238,0.034600449576558244,-0.014323083673695863
1991-02-13,-0.006378614094277708,-0.0028235669610321007,-0.0035550471332456077
1991-02-18,0.03375192725793928,0.04688492979682101,-0.013133002538881729
1991-02-19,-0.005332799454271356,0.0013308760222069452,-0.006663675476478301
1991-02-20,0.0051200779511321685,0.008625591138289571,-0.0035055131871574025
1991-02-21,0.0045335976500890055,0.011379422767227846,-0.00684582511713884
1991-02-22,0.0028067768360585197,0.013474345693460411,-0.010667568857401891
1991-02-23,0.009335172139003886,0.018795589297486225,-0.009460417158482339
1991-02-25,0.003053927876847854,0.01323743094121609,-0.010183503064368236
1991-02-26,-0.01443045398269947,-0.029513491642408445,0.015083037659708975
1991-02-27,-0.0036419885904986735,-0.008574406388517721,0.004932417798019048
1991-02-28,0.003412240943394971,0.01144361681919273,-0.008031375875797758
1991-03-02,-0.004679246901039925,0.008262960802246167,-0.012942207703286092
1991-03-04,-0.01203773911245735,-0.008981800926915627,-0.003055938185541722
1991-03-05,0.001995871625472487,0.0016565320416309997,0.0003393395838414872
1991-03-06,-0.0010699743692662866,0.012983594573800843,-0.01405356894306713
1991-03-07,-0.004307181683894455,-0.0011838813446686121,-0.003123300339225843
1991-03-08,-0.003579144963267828,0.006270658830009551,-0.009849803793277379
1991-03-09,0.026193336844525156,0.006232512892620009,0.019960823951905148
1991-03-11,-0.0159401690237945,0.006596033484618697,-0.0225362025084132
1991-03-12,0.0020977605928367976,0.009999364219589598,-0.0079016036267528
1991-03-13,-0.005998014454190834,-0.0010694440607435937,-0.00492857039344724
1991-03-14,-0.004230500895636694,0.004187459437774174,-0.008417960333410867
1991-03-15,0.005598620046110537,0.01808699768017665,-0.012488377634066114
1991-03-16,-0.0058319023565427276,-0.00468805009783567,-0.0011438522587070574
1991-03-18,-0.0071938529755356286,-0.0129968899168185,0.005803036941282872
1991-03-19,-0.0005276255347882255,-0.005555219411311368,0.005027593876523143
1991-03-20,-0.007392820626650095,-0.0021802456069551436,-0.005212575019694951
1991-03-21,-0.012483048372641076,-0.004488068256173557,-0.007994980116467518
1991-03-22,-0.0013459012695701837,-0.0037859946389887118,0.002440093369418528
1991-03-23,-0.004988237312948097,0.004599640589644076,-0.009587877902592173
1991-03-25,0.0022809508799204233,0.0095702836502441,-0.007289332770323677
1991-03-27,-0.016415911507526797,-0.008740429335461888,-0.007675482172064908
1991-03-28,-0.003202870684826459,-0.007597628688213328,0.004394758003386869
1991-03-29,-0.0009350010722875906,-0.00707887490704618,0.00614387383475859
1991-03-30,0.022884281134191185,0.004563431477777874,0.018320849656413313
1991-04-01,-0.02203998000878303,-0.01114974489180561,-0.01089023511697742
1991-04-02,-0.012639364625669483,-0.011098297062973718,-0.0015410675626957651
1991-04-03,0.008574232502022288,0.007048201069958689,0.001526031432063599
1991-04-04,0.006969453395320607,0.008212275506504005,-0.0012428221111833978
1991-04-06,-0.006611721580008141,-0.0023861206418906273,-0.004225600938117514
1991-04-08,-0.009865138113716124,-0.005623776719177173,-0.004241361394538951
1991-04-09,0.0016893502880544592,0.00021921084753192085,0.0014701394405225385
1991-04-10,-0.00033075248583185984,0.006208188750284924,-0.0065389412361167845
1991-04-11,-0.007247052883168403,-0.005423770357833252,-0.001823282525335151
1991-04-12,-0.0042615767863112,-0.001758590013558972,-0.0025029867727522277
1991-04-13,-0.004504870257398672,0.00285813636047407,-0.007363006617872743
1991-04-15,-0.006469405635041507,-0.007896247146192735,0.001426841511151228
1991-04-16,0.0041786583724151075,0.0009797981867704115,0.003198860185644696
1991-04-17,-0.004904118205804819,-0.001827532175280868,-0.0030765860305239515
1991-04-18,-0.009220480745656463,-0.008921410640113474,-0.0002990701055429895
1991-04-19,0.008211353826161975,-0.0008330754757663879,0.009044429301928362
1991-04-20,-0.012757761604889818,-0.00640226445819103,-0.006355497146698788
1991-04-22,-0.0023801975446737047,-0.01191479226526689,0.009534594720593186
1991-04-23,0.04967415052814267,0.019766031455878807,0.029908119072263862
1991-04-24,-0.003633550088034468,-0.004558843686357761,0.0009252935983232935
1991-04-25,-0.018195090152208392,-0.009567158325451361,-0.008627931826757031
1991-04-26,0.017730845835671413,0.002773207912493334,0.014957637923178078
1991-04-27,0.0015036442423373535,0.0022945292571639694,-0.0007908850148266159
1991-04-29,0.0060276625908974105,0.01772132204475738,-0.011693659453859969
1991-04-30,0.004930128373331737,-0.0027353609863256024,0.00766548935965734
1991-05-01,-0.00035381734938485024,-0.004558604979745798,0.004204787630360948
1991-05-02,0.01339770627868255,0.006974990257324123,0.0064227160213584265
1991-05-03,-0.0054949402110952466,-0.011015597765670118,0.005520657554574871
1991-05-04,-0.00502185057292397,-0.0005803493707871546,-0.004441501202136816
1991-05-06,-0.0077825263351431915,-0.003663822842517752,-0.00411870349262544
1991-05-07,-0.006980870071444232,-0.004149358084534329,-0.002831511986909903
