Date,rmrf,wml
2005-01-03,,
2005-01-04,-0.0065878762550649,
2005-01-05,-0.0005072421853364,
2005-01-06,-0.0112177489125433,
2005-01-07,0.0009228225580072,
2005-01-10,0.0056883293943808,
2005-01-11,0.0100953198103651,
2005-01-12,-0.0047735486389466,
2005-01-13,0.0073605566460272,
2005-01-14,0.0214219886314131,
2005-01-17,0.0216523929434453,
2005-01-18,-0.0019145115556271,
2005-01-19,-0.0030345243404107,
2005-01-20,-0.0077823579189509,
2005-01-21,0.0122031834049916,
2005-01-24,0.0057302767212437,
2005-01-25,-0.0088979197863355,
2005-01-26,0.0121052988747333,
2005-01-27,-0.0024555306050868,
2005-01-28,-0.0028959460099212,
2005-01-31,0.01183659299616,
2005-02-01,-0.0067776127765797,
2005-02-02,-0.0034443270771446,
2005-02-03,0.0062672573831072,
2005-02-04,0.0053488981375978,
2005-02-07,0.018244956837521,
2005-02-11,-0.0009283018663285,
2005-02-14,0.0198766314085233,
2005-02-15,0.0047815933173353,
2005-02-16,0.0033837267788884,
2005-02-17,0.0012010216871406,
2005-02-18,0.0100452973823112,
2005-02-21,0.0038788042772276,
2005-02-22,-0.0124482625413368,
2005-02-23,-0.0098603121958047,
2005-02-24,0.0189453171221477,
2005-02-25,0.0086533118774316,
2005-02-28,0.013849287953118,
2005-03-02,-0.0035084985259486,
2005-03-03,0.003070169393185,
2005-03-04,0.0024204776716081,
2005-03-07,-0.0060181920924848,
2005-03-08,-0.0087988273650243,
2005-03-09,0.0078644563874775,
2005-03-10,-0.0090281084548303,
2005-03-11,0.0235846154615688,
2005-03-14,-0.0021920618913745,
2005-03-15,-0.0258616917159999,
2005-03-16,0.0003082552953161,
2005-03-17,-0.014161798314935,
2005-03-18,-0.0014083274000214,
2005-03-21,-0.0007718075804057,
2005-03-22,0.0005824057366411,
2005-03-23,-0.0141424278933411,
2005-03-24,-0.0106110570665505,
2005-03-25,0.009864895892882,
2005-03-28,0.0124786335680484,
2005-03-29,-0.0186781757957703,
2005-03-30,-0.00288920770436,
2005-03-31,0.0099180863445304,
2005-04-01,0.0167647931370014,
2005-04-04,0.0005178331107778,
2005-04-06,0.005511687255141,
2005-04-07,0.0007020787794971,
2005-04-08,0.0033245473895863,
2005-04-11,-0.0059006115221336,
2005-04-12,-0.0041908131107897,
2005-04-13,-0.0004070562292022,
2005-04-14,-0.0263251706167062,
2005-04-15,-0.0076144448262392,
2005-04-18,-0.0250258941109151,
2005-04-19,0.0089593501583343,
2005-04-20,0.0057026573787339,
2005-04-21,0.0014028499472348,
2005-04-22,0.0021599285084164,
2005-04-25,0.0055075982753841,
2005-04-26,-0.0019979437354586,
2005-04-27,-0.0148822315775778,
2005-04-28,-0.0133454040603179,
2005-04-29,-0.0076785026875944,
2005-05-02,0.007618674852836,
2005-05-03,-0.0052153306974355,
2005-05-04,0.0167799844965948,
2005-05-06,0.0120971613485521,
2005-05-09,-0.0061677247035175,
2005-05-10,-0.0006599814772509,
2005-05-11,-0.0116842403876797,
2005-05-12,-0.0016822563264804,
2005-05-13,0.0026525256259835,
2005-05-16,0.006415150386061,
2005-05-17,-0.0018805090253432,
2005-05-18,0.0035429334600446,
2005-05-19,0.023055833715852,
2005-05-20,0.00014728467858,
2005-05-23,-0.0003091887587612,
2005-05-24,0.0008685880362722,
2005-05-25,-0.0096903548965607,
2005-05-26,0.0031096307076142,
2005-05-27,0.0178080936193921,
2005-05-30,0.0086976138862812,
2005-05-31,0.0017037118308566,
2005-06-01,-0.0011865176318071,
2005-06-02,0.0024408610950579,
2005-06-03,0.0059567064660225,
2005-06-07,-0.0044850669507192,
2005-06-08,0.0054474092659679,
2005-06-09,0.0112131744422104,
2005-06-10,0.0027431088708838,
2005-06-13,-0.0002374667081664,
2005-06-14,-0.0073845727448451,
2005-06-15,0.018173387062803,
2005-06-16,0.0017686005288892,
2005-06-17,0.0007187754633544,
2005-06-20,-0.0085268328966909,
2005-06-21,-0.0049946275011213,
2005-06-22,0.0120956547036401,
2005-06-23,0.0088437246310174,
2005-06-24,-0.0075101492374956,
2005-06-27,-0.0107769438398907,
2005-06-28,0.0036232214535904,
2005-06-29,0.004817630395169,
2005-06-30,0.0092829906780225,
2005-07-01,0.0097577108837391,
2005-07-04,0.0041930041451808,
2005-07-05,-0.0023959055189554,
2005-07-06,0.0008025419430099,
2005-07-07,0.0076287705101587,
2005-07-08,-0.0047267427592017,
2005-07-11,0.0177712580628563,
2005-07-12,0.0025792595487208,
2005-07-13,0.0051479076847541,
2005-07-14,0.0105162539420066,
2005-07-15,-0.001901447653959,
2005-07-18,0.0029103817022164,
2005-07-19,0.011762957858796,
2005-07-20,-0.0023889231883464,
2005-07-21,6.447697158729823e-05,
2005-07-22,-0.0004511553337942,
2005-07-25,0.0142935567891881,
2005-07-26,0.0012737118269697,
2005-07-27,0.0030751673587807,
2005-07-28,0.0141270543332602,
2005-07-29,0.005435576357586,
2005-08-01,0.0035455988354257,
2005-08-02,0.0019567461685373,
2005-08-03,-0.0029337338790758,
2005-08-04,-0.0059284067924894,
2005-08-05,-0.0204343565235132,
2005-08-08,-0.0030043719582456,
2005-08-09,0.0124490166815084,
2005-08-10,0.0051511789008966,
2005-08-11,0.0162887508036438,
2005-08-12,0.0054021282993931,
2005-08-16,-0.0120655657915112,
2005-08-17,-0.0034657531488286,
2005-08-18,-0.0181677713345688,
2005-08-19,-0.0015232413655282,
2005-08-22,0.0240466911135879,
2005-08-23,-8.93733623857501e-05,
2005-08-24,-0.018219311247838,
2005-08-25,0.0025597133340473,
2005-08-26,-0.0097415333534519,
2005-08-29,-0.0229511611539447,
2005-08-30,0.00908204085372,
2005-08-31,0.0102335644835582,
2005-09-01,0.0208824836063864,
2005-09-02,0.0086528396400974,
2005-09-05,-9.106088487484776e-05,
2005-09-06,0.006950612369343,
2005-09-07,0.0175638907827486,
2005-09-08,0.0016148725326081,
2005-09-09,0.0062548698734602,
2005-09-12,0.0046714092158678,
2005-09-13,-0.0008155317844388,
2005-09-14,0.0101561950981977,
2005-09-15,-0.0012028912038984,
2005-09-16,0.0053409027702718,
2005-09-20,0.0143156004492839,
2005-09-21,0.0041874505615389,
2005-09-22,0.0031561792224124,
2005-09-23,-0.0190091495192545,
2005-09-26,0.0246887910664205,
2005-09-27,0.0029788589171917,
2005-09-28,0.0153795087805885,
2005-09-29,0.0026776454388972,
2005-09-30,-0.0068630669419676,
2005-10-04,0.0190067472002605,
2005-10-05,-0.0107939874703384,
2005-10-06,-0.0188740048891606,
2005-10-07,-0.0006751226051631,
2005-10-10,0.0220806258827074,
2005-10-11,0.0135240506756066,
2005-10-12,-0.0202925672647322,
2005-10-13,-0.0176913330597417,
2005-10-14,-0.0034170412469099,
2005-10-17,-0.0123462522930718,
2005-10-18,0.008226697142177,
2005-10-19,-0.0281413782376964,
2005-10-20,0.0074162679672083,
2005-10-21,0.0181995864323399,
2005-10-24,0.0021266343304182,
2005-10-25,-0.0021741834510601,
2005-10-26,-0.0015695655680087,
2005-10-27,-0.0107327417374581,
2005-10-28,-0.0208523803977805,
2005-10-31,0.0149108337901602,
2005-11-01,0.0251531855148927,
2005-11-02,0.01670200123722,
2005-11-03,0.0077591736476835,
2005-11-04,0.0041557334156858,
2005-11-07,-0.0017762432233353,
2005-11-08,0.0063386766203708,
2005-11-09,0.0014400381657977,
2005-11-10,0.0063051717315763,
2005-11-11,0.016418397075502,
2005-11-14,0.001420857869518,
2005-11-15,-0.0023365361839641,
2005-11-16,0.0102963167292418,
2005-11-17,0.0024131211464161,
2005-11-18,0.0034428183837735,
2005-11-21,-0.0017310125746385,
2005-11-22,-0.0168211378058265,
2005-11-23,0.0293473393555607,
2005-11-24,0.0080896568632497,
2005-11-25,0.0026234184129133,
2005-11-28,0.0010446551472581,
2005-11-29,-0.0108013934132818,
2005-11-30,0.0149961004093054,
2005-12-01,0.0081477391454906,
2005-12-02,0.0039468860517396,
2005-12-05,0.005483226390268,
2005-12-06,0.0041533700053954,
2005-12-07,0.0011146183142214,
2005-12-08,-0.0007920768192758,
2005-12-09,-0.0044061510422013,
2005-12-12,0.0118650742057413,
2005-12-13,0.0030584876341034,
2005-12-14,-0.0007770733483879,
2005-12-15,0.0020295046245546,
2005-12-16,-0.0146288236015859,
2005-12-19,0.0136604293858441,
2005-12-20,0.0005032456507571,
2005-12-21,0.0094324579004485,
2005-12-22,-0.006230861851495,
2005-12-23,0.0054141284487046,
2005-12-26,0.007555407097123,
2005-12-27,0.0025191370117966,
2005-12-28,-0.0034450931253107,
2005-12-29,0.0090979674803933,
2006-01-02,0.0101871240964974,
2006-01-03,0.0048026789318007,
2006-01-04,0.0052012025445896,
2006-01-05,-0.0047077663026846,
2006-01-06,0.0126194325374161,
2006-01-09,-0.0017674295134307,
2006-01-10,-0.0083057178748625,
2006-01-11,-0.0011590591263853,
2006-01-12,0.0052032225528278,
2006-01-13,0.009557789997011,
2006-01-16,0.0047866961565176,
2006-01-17,-0.0223016660906654,
2006-01-18,-0.0279684434508434,
2006-01-19,0.0047954026254867,
2006-01-20,-0.0294594044083357,
2006-01-23,-0.028180201209106,
2006-01-24,0.0231887761248464,
2006-01-25,0.0144332211917311,
2006-01-26,0.008638807790665,
2006-01-27,0.024894858003151,
2006-01-31,0.011720223569496,
2006-02-01,-0.0195294209253135,-0.0272972482986281
2006-02-02,-0.0004973494535927,-0.0062808963055302
2006-02-03,-0.0301184400967179,-0.0197736531146005
2006-02-06,0.0061233415860973,-0.0104216992150898
2006-02-07,-0.0054962123062229,-0.0149833250269824
2006-02-08,-0.015519524365812,0.0029904454437836
2006-02-09,0.0083320107810514,-0.0043315457587874
2006-02-10,0.0102455589987831,0.0236984491652369
2006-02-13,-0.0101025351838819,-0.0129760994414031
2006-02-14,0.0050705125219815,0.0091504694243976
2006-02-15,-0.0185711623388267,-0.0098374853389591
2006-02-16,0.0080888463598439,0.0121443979460811
2006-02-17,0.0134068182177814,-0.0007015783179631
2006-02-20,0.011620209935897,0.0140235385053569
2006-02-21,-0.0005271150573373,0.0019907986227861
2006-02-22,-0.0039966142625806,0.006015484803702
2006-02-23,0.0158295270421809,0.0345217759826424
2006-02-24,0.0037787036322411,-0.0002040382280427
2006-02-27,0.0074194379406862,0.0006977979502792
2006-02-28,-0.0021850971598135,0.0124514335725635
2006-03-02,-0.0029916518999965,-0.0075369969615335
2006-03-03,-0.0274125542387551,0.0031102664293618
2006-03-06,0.0113889148149437,0.0020170989255434
2006-03-07,-0.0203979363676224,-0.010854768414056
2006-03-08,-0.0021690638462191,0.0067381806305545
2006-03-09,-0.0006470425667354,0.0068645368302454
2006-03-10,0.0067289594352005,0.0072047845226924
2006-03-13,0.0129954095059807,0.0154947986005227
