month,rmrf,smb,hml
1994-04-30,0.04686405680628858,-0.08985959682361222,0.04452981624374175
1994-05-31,0.03423732625196885,0.04631718892126391,-0.013584323193236214
1994-06-30,-0.008286028594015171,0.05357308588051435,0.00897756977675468
1994-07-31,-0.005350166594845551,0.04783287866693686,0.03503139773774033
1994-08-31,0.012755970316954635,-0.07524574179657018,0.016324161151729077
1994-09-30,0.10452417310937889,-0.10771619767413443,0.0033202829674445766
1994-10-31,0.05397514810733983,0.13693611758026458,0.004996233730266475
1994-11-30,-0.02349516438583321,0.08741790746961975,0.0043551722783430336
1994-12-31,-0.046611892622357876,0.1377447660946669,-0.033584309153958714
1995-01-31,-0.09161513998960524,-0.050425238199710676,-0.013998303236297693
1995-02-28,-0.04173919871717402,-0.03435827971994221,0.021892108590521042
1995-03-31,0.05315194305907833,-0.028742489789624015,-0.00421684401647493
1995-04-30,-0.03620169123545913,-0.01936149189951475,0.026644453103393362
1995-05-31,-0.01676415911414897,-0.0159324105791272,-0.025615705122261523
1995-06-30,0.01254897204838512,0.012962421017445491,0.009054262033301841
1995-07-31,0.03929877311438079,-0.014306485634252963,-0.0014567177337186932
1995-08-31,-0.01891808310581078,-0.028578717828032785,-0.04645717585923348
1995-09-30,0.07781674455974641,-0.01310727639358289,0.02292849196462199
1995-10-31,0.0110094628497579,0.015584425714178174,0.027206016804367295
1995-11-30,-0.05595404841355944,0.014353100745254643,-0.03363522623529647
1995-12-31,-0.05255102162739056,-0.04813297280719486,0.06449076967688971
1996-01-31,0.00788646669124038,0.04976170339132868,0.004534539009839245
1996-02-29,-0.029615850577074387,-0.048373538119874215,-0.01956290408378525
1996-03-31,0.02914205773125733,-0.009585973058609198,-0.0103667342231335
1996-04-30,0.11954274629126949,0.03985078332613767,-0.0026562693362959244
1996-05-31,-0.07547703190381183,0.0663412769400058,0.011944545141348017
1996-06-30,-0.09564502633756067,0.022368856044857832,0.013324851672948945
1996-07-31,0.009951883608937173,0.11349066301010358,0.04224021316613236
1996-08-31,-0.041018827262138124,0.06606061797573082,0.005880278471343203
1996-09-30,0.00975591246039853,0.08632949023819658,0.023410359188817065
1996-10-31,-0.03498319007528994,0.06310446487057542,-0.031184325712198424
1996-11-30,-0.03960762499707493,0.0117179554258251,0.009315910742107691
1996-12-31,-0.09495244210538711,-0.0692597174161822,-0.04657854813265172
1997-01-31,0.08176693837990312,0.039739256221202446,0.0574873661550368
1997-02-28,-0.015532056363908309,0.06899447384487045,-0.0016720510852590298
1997-03-31,0.005433500107185685,0.043320098872140944,0.03779020725498006
1997-04-30,0.03889540774761424,0.036389751958996186,-0.008905843150936787
1997-05-31,0.07157738997746921,-0.07335251821423228,0.00016107187139358103
1997-06-30,-0.011350100108695194,0.026095994911132125,0.04372391416065691
1997-07-31,-0.026155309272014815,0.03567096774158718,-0.01187299473244341
1997-08-31,-0.040628922851893456,0.023795141430246414,0.027338935686256782
1997-09-30,-0.0656626247296237,0.03666516197005931,-0.027241581027984574
1997-10-31,-0.2599703178311601,0.04936179760025783,-0.042923938611626244
1997-11-30,-0.1313005538149432,-0.08543344925462681,0.16100666621093174
1997-12-31,-0.07713632420423722,-0.2532672344900908,0.024522393511889007
1998-01-31,0.48472445124699526,-0.18198271814269917,-0.014917552374899001
1998-02-28,-0.011369532724759046,-0.033310936510743905,0.08269367123779459
1998-03-31,-0.12781075626508953,0.12012022303073544,0.028764874446488342
1998-04-30,-0.12384358944675156,-0.08048998901952553,0.05289627000480612
1998-05-31,-0.20001475988118156,0.055321536034668384,-0.039213398357983764
1998-06-30,-0.10044282547333161,-0.02203149267989024,-0.033878365280611056
1998-07-31,0.13625184931633738,-0.03662597716343774,-0.09121437626816631
1998-08-31,-0.09521130458352678,0.19120181453984908,0.13498003353696064
1998-09-30,0.0013944616677596944,-0.06762739245369565,-0.041269906099322906
1998-10-31,0.2762404815800177,-0.1588002637424646,-0.09880144913839639
1998-11-30,0.11034950286663037,0.2767418641405974,-0.2082596314413866
1998-12-31,0.26667466170754084,0.03413677450790775,-0.008513851369569836
1999-01-31,0.015677536131166958,0.1239334876197078,0.10549419206113297
1999-02-28,-0.08273589139176785,-0.03183627868678163,0.03406604242120759
1999-03-31,0.18717548545310536,-0.05367161807210652,-0.06783801950177637
1999-04-30,0.2266872362178325,-0.07467004878371952,-0.11296911891223815
1999-05-31,0.0027032922277305804,0.10932445264648916,0.14759230333793938
1999-06-30,0.20454025994866654,-0.050177150494674305,0.03265566207125614
1999-07-31,0.0948285726246254,-0.01887076151809608,0.07273127187386019
1999-08-31,-0.011481484249292961,-0.01066569639631465,-0.0367978410878973
1999-09-30,-0.1077684112202053,0.021211329394413836,0.06841208353669881
1999-10-31,0.005385007681112164,0.04635134414936948,0.022756649820519836
1999-11-30,0.1998191008751964,-0.14902809951258078,0.12674788214778654
1999-12-31,0.14416193153089707,-0.017364793048757265,0.22461461124186344
2000-01-31,-0.13166943228005024,-0.02638712087049422,-0.009701511585628042
2000-02-29,-0.02581527072280232,0.3618423116829994,0.005044590175777186
2000-03-31,0.06797596162163444,-0.024016502409733076,-0.05900674388407523
2000-04-30,-0.15948215697807333,-0.04300477485257359,-0.015527662534627118
2000-05-31,-0.00489444428866026,-0.02160200561536052,0.06898954451615724
2000-06-30,0.0952467166789106,-0.07307292470976257,0.07682236620884897
2000-07-31,-0.13427851677948965,0.037403714729109305,-0.08759777506269384
2000-08-31,-0.023726346575931645,0.07265841982315435,-0.036828045194013614
2000-09-30,-0.09656569075290689,0.04220871983242325,-0.055747182900966474
2000-10-31,-0.13367371067327638,0.031412962913781595,-0.03550984349568109
2000-11-30,-0.020113057310587212,0.0368429397222092,0.04485022624554391
2000-12-31,-0.03408249257007412,-0.10311796757357905,-0.04982539328383839
2001-01-31,0.21512082964510015,0.02998421830602127,0.12950387035020805
2001-02-28,-0.06498212613532206,-0.02924832945896827,-0.22356543225363623
2001-03-31,-0.09630552064619302,0.08032141912777546,0.0774945466687964
2001-04-30,0.1085087927262296,-0.03746909720653313,0.07073779262356794
2001-05-31,0.05825348067007874,0.036060262672738874,-0.01708302765398595
2001-06-30,-0.0320207403220919,-0.0028172920377065314,-0.0647483826905001
2001-07-31,-0.09174663622138479,-0.010959462374964257,0.040055406620305156
2001-08-31,-0.010592099945056055,-0.0615614646359437,-0.05834165888752463
2001-09-30,-0.12320087673101243,-0.02826414069483607,-0.07759457275024828
2001-10-31,0.13696050483264055,0.05238653385807868,0.06632374148883358
2001-11-30,0.1774738506112037,-0.09809278410491484,-0.08530218294560199
2001-12-31,0.06361858797734321,-0.06843346359848457,0.02815935435706418
2002-01-31,0.07938542470973964,-0.0010683117619931792,-0.059092959951144164
2002-02-28,0.08137967594133144,-0.04703171793693384,-0.03677026101985392
2002-03-31,0.11135149321478477,-0.002822816569000297,0.027003911278462134
2002-04-30,-0.09280902021404214,-0.05662541606995164,0.010171517014480491
2002-05-31,-0.05304269798528782,0.03463729785445069,0.014238112055210417
2002-06-30,-0.07539965375889224,-0.0238418354709814,0.00871071815274127
2002-07-31,-0.03410079853945813,0.02025316061677951,-0.029013905075616298
2002-08-31,0.025310229103023163,0.00797670475437684,-0.018297156367156786
2002-09-30,-0.13354449065501972,-0.048967321947369524,-0.029438070032324237
2002-10-31,0.02216672172796419,-0.010006541169624406,0.00787584569674804
2002-11-30,0.09866065459711693,-0.08250630256278335,-0.014849976470003967
2002-12-31,-0.13668707973005612,0.0287710992817396,-0.0007163285994512547
2003-01-31,-0.053633605744773716,0.01270739146452149,0.005409610962152422
2003-02-28,-0.028818340506424733,0.0010255630693507545,-0.05542083898323058
2003-03-31,-0.07120959250607573,-0.06598766026329461,-0.002875480032256239
2003-04-30,0.11995960407315387,-0.004825327742477903,0.01805999707849759
2003-05-31,0.06306257748885757,0.0046479164393848915,-0.011466365340936147
2003-06-30,0.05739233285111722,-0.021841133830714954,0.03173488401583424
2003-07-31,0.05588153899010151,-0.05201306928468341,0.030661333378044775
2003-08-31,0.057649554950297555,-0.05044823899153794,-0.01889827607175909
2003-09-30,-0.08294609121177232,-0.0030540988057512486,-0.03108226000469161
2003-10-31,0.11302082132697677,-0.10631566685444072,-0.000581663057916737
2003-11-30,0.015272111481928752,-0.020601876808075792,-0.008975570708374403
2003-12-31,0.014226898137278843,-0.0026550026913251257,0.033002716100304585
2004-01-31,0.044813329661230306,-0.0689124394848235,0.022894896113489827
2004-02-29,0.033625616760294186,-0.06998148633783907,-0.03475601651061988
2004-03-31,-0.001369355892727575,-0.004071394159127495,0.003190832869540916
2004-04-30,-0.014393124680669445,0.038580147978516166,-0.037585294392885604
2004-05-31,-0.07073389574679212,0.0023834465959180484,-0.021710522844694435
2004-06-30,-0.023947049786637642,-0.02331401546474987,-0.012204376720550636
2004-07-31,-0.06864495687519168,-0.006815747288132612,-0.07230919583323347
2004-08-31,0.09224470741822355,-0.040576090599348635,0.01146467400849116
2004-09-30,0.03778057086462283,-0.001807881180057147,-0.0020390899019635533
2004-10-31,-0.0009458154301874577,0.0003825217574815465,0.0013816190233328918
2004-11-30,0.049463261915489554,-0.0192467798526621,-0.03378190546724402
2004-12-31,0.020358960585313834,0.038698883938807827,0.06838219886898989
2005-01-31,0.0541908827898856,0.18672909169000063,0.1110434105983642
2005-02-28,0.08256933557325463,0.04306128273594845,-0.07454397705271198
2005-03-31,-0.048496028543076775,-0.023842637189236293,-0.05122920257279451
2005-04-30,-0.057620364167989435,0.01993753886523697,-0.025699351445164997
2005-05-31,0.06844215672497156,0.029931631897791355,0.04934141927742197
2005-06-30,0.04161718352956578,0.037548784468085517,-0.05979338911744403
2005-07-31,0.10162636443058526,0.07200440104229666,0.04612106806131333
2005-08-31,-0.029721892200550104,-0.02058097488202948,-0.005287924306326186
2005-09-30,0.1292620345723463,0.017090570290374973,0.0027197922489987647
2005-10-31,-0.043861079384357904,0.07378434415218083,-0.07492201895070505
2005-11-30,0.12854399650580217,0.07951377445619956,0.027231965676371983
2005-12-31,0.05587614218071035,-0.04569137105176457,0.0418397526958445
2006-01-31,0.011867737119009902,-0.026385383626004733,0.03332999496287403
2006-02-28,-0.020633366254264263,0.004426641153969957,-0.012276183741278812
2006-03-31,-0.01088640657998774,0.006654947549606494,-0.0011548528591116547
2006-04-30,0.04272720078474679,-0.014177057443210739,-0.006693432460721405
2006-05-31,-0.07374564136559736,-0.007021108305109047,-0.022909647935057342
2006-06-30,-0.020513565643166753,-0.006052669685607137,-0.0038891176205693156
2006-07-31,-0.0035300218077158885,-0.017269124493258126,0.016901289787473628
2006-08-31,0.04258341671499677,0.014712096895989513,0.016710406097899755
2006-09-30,0.016442441918853357,0.018132991905366547,-0.022045481180190563
2006-10-31,-0.00827019851239641,-0.012772976955169435,-0.028635515439110693
2006-11-30,0.0509718114545783,0.041016857508441085,-0.01047293230867119
2006-12-31,-0.0020209662742817214,-0.014323492321823506,0.007634602279193103
2007-01-31,-0.05174669287309375,0.04116860279501289,0.011198491813297018
2007-02-28,0.041020801540623264,-0.005306175999454821,-0.0040805680587447934
2007-03-31,0.02989937443443247,0.053840498403659565,-0.015299060802124398
2007-04-30,0.05858396700661106,0.03769750639434277,-0.020817551175250415
2007-05-31,0.1021705263609054,0.03867506032541623,-0.02040966593874949
2007-06-30,0.02754433160580949,0.006715212733235054,-0.009576946905839545
2007-07-31,0.10214837972388979,-0.03097472638127341,-0.02694229774420165
2007-08-31,-0.03233444561978849,0.00746601979214212,-0.012587703708449749
2007-09-30,0.03773011658705472,-0.013147144227188545,-0.0027518307562807154
2007-10-31,0.055732489437831934,-0.10924025920065505,0.009893943276205075
2007-11-30,-0.07702095839771472,-0.014733746251276991,-0.057047882580713805
2007-12-31,-0.009344440210655724,-0.016432987941497834,0.04234261069704237
2008-01-31,-0.14116986527576814,0.05038190844337764,-0.033120203726979325
2008-02-29,0.05412333646598211,0.05416333146814267,0.033868539505603534
2008-03-31,-0.004683182478187331,-0.02967167216599642,0.006237821651745801
2008-04-30,0.06553980622811051,-0.0576338163191894,0.017277444429993682
2008-05-31,0.013829176417156974,0.0019414756715501191,-0.0017862332145368587
2008-06-30,-0.09616635426982523,0.04311859112605965,-0.028475628529120778
2008-07-31,-0.05304738503762829,-0.022497379587264832,-0.013389115324697998
2008-08-31,-0.07907258415177498,-0.04183103147351963,-0.07249602496262508
2008-09-30,-0.02171607920420604,-0.020303591054332548,0.04099270900176233
2008-10-31,-0.2360870965824512,-0.09427425977577131,-0.049084790233840936
2008-11-30,-0.030629018876679237,0.0205724494922237,-0.021484620423600997
2008-12-31,0.04405318322163021,0.07195842237445405,0.10235201189938614
2009-01-31,0.039712528549040504,0.00572048639818612,0.000722053583167126
2009-02-28,-0.07779181943655322,0.07052288020298203,0.003349173760689439
2009-03-31,0.1371765932362119,0.02190104605868437,0.051149429071734476
2009-04-30,0.13968932687069047,0.10518567068417184,0.03459315468125723
2009-05-31,0.025329798658515035,0.034667596977655535,-0.024047191219659036
2009-06-30,-0.01138732205235038,-0.05570925993961473,-0.015649809345103294
2009-07-31,0.11304577503051183,-0.05229810346635011,-0.013964196631013004
2009-08-31,0.023187414856379984,0.026517834058602308,0.03821678893153746
2009-09-30,0.04383274988734098,-0.04339627688453973,0.02079536419680017
2009-10-31,-0.053143865054662065,0.026754532212206916,-0.010764550500691694
2009-11-30,-0.0179828202437875,-0.005763334999441372,-0.014285189061529646
2009-12-31,0.0836516447604918,0.015702356945724416,0.0453541426426729
2010-01-31,-0.04624268387591923,0.008780467123872926,0.01570730280371957
2010-02-28,-0.003094779167909789,0.04926224681490243,0.0126272513605028
2010-03-31,0.057896163693479163,0.0028476268700636798,-0.0077124672967073815
2010-04-30,0.027622668910517678,0.03975044461837918,0.02236794664434516
2010-05-31,-0.05698544990461363,0.022915129819473412,-0.007460922974157236
2010-06-30,0.0316304457739065,-0.024012545360508675,-0.013230218626738788
2010-07-31,0.031085329548883323,-0.02591708954127747,-0.010562940222294648
2010-08-31,-0.011321403581406986,-0.010078956964497343,-0.013215150865719671
2010-09-30,0.07289745995422403,-0.059813121402335634,-0.04259137633753807
2010-10-31,0.01169646314885009,0.05929511007473143,-0.03387101154457095
2010-11-30,0.006610642604620187,-0.06736038584154547,-0.006647550055124518
2010-12-31,0.07214765039485171,-0.03691970141190293,0.0018575458198084593
2011-01-31,0.010337196717987496,-0.011723603091025159,-0.008738592987297733
2011-02-28,-0.060506679752107106,0.029230457691548306,0.00038029163820652023
2011-03-31,0.08156607999761856,-0.04540530261773468,-0.0044359749132034665
2011-04-30,0.035338604091700754,-0.03855568485101368,-0.019069166149571437
2011-05-31,-0.025585723702407193,-0.0028748716010310593,-0.00431084990568309
2011-06-30,-0.018234901408595294,0.02859963048704861,-0.011409259945887595
2011-07-31,0.02268369724651431,0.08434790076749987,0.02623991261693681
2011-08-31,-0.11420597678034705,0.013904135102439152,-0.05569482703859652
2011-09-30,-0.05985841551644833,-0.04764551451924903,-0.007801135216019439
2011-10-31,0.08022521095851043,0.006073594856231157,0.03906192917264484
2011-11-30,-0.02927070413446753,0.03593957293497407,-0.012426576362415176
2011-12-31,-0.008398787437688293,0.05709385110354459,0.014204774858433522
2012-01-31,0.06573091265329878,0.008137107152152323,0.04284112203875701
2012-02-29,0.039439522076225364,0.07238866265892119,0.018752625993414096
2012-03-31,-0.008890060711830516,-0.012976635931503444,-0.006216573762866218
2012-04-30,-0.02088571220559421,-0.020342393258961255,0.006292616355848102
2012-05-31,-0.0658066806329205,0.029714955798723075,-0.013712914503979712
2012-06-30,0.009076962659112953,0.019672626586228148,-0.00025815979687437984
2012-07-31,0.010852672918637118,-0.03550541459318113,-0.0055320511072777245
2012-08-31,0.01722216207177918,0.03697704562862625,-0.022961219104782438
2012-09-30,0.04672825313431184,0.019057320313362824,0.021313269912804467
2012-10-31,-0.040305705989518215,0.02435806741077018,-0.05420797590356552
2012-11-30,0.009146148477468419,-0.03595320831078552,0.020312507971309124
2012-12-31,0.029236079739681786,-0.03437421242531191,0.0019143156400132089
2013-01-31,-0.014384133939784993,0.03086649078264525,-0.030405072083110496
2013-02-28,0.03569458081291077,0.02459772127743265,0.01607084005625592
2013-03-31,-0.005649644014848021,0.06760048403921015,0.00977849415873333
2013-04-30,-0.015799546424164146,0.07194161529966214,-0.019843543699311406
2013-05-31,0.022976397483134514,0.00836844474045928,-0.02235994998919455
2013-06-30,-0.07242908421816263,-0.034738103159036915,-0.022410169503343846
2013-07-31,0.0296477214286488,0.020825996136377256,-0.017588562284913234
2013-08-31,0.0014702124145677953,-0.020014840354202867,-0.014888790578018729
2013-09-30,0.03511351502802684,-0.011924246144343398,0.012915401850835062
2013-10-31,0.016920137550987313,-0.017902922567877955,0.034027850566239026
2013-11-30,0.003743926551017518,-0.026491962944782843,-0.02539715135805043
2013-12-31,-0.017153242015398917,-0.015058586794510886,-0.01535066029994181
2014-01-31,-0.02893829193105213,0.04872604426439109,-0.006651150943135287
2014-02-28,0.023595097337971715,0.035680841583852985,0.01372164691774258
2014-03-31,0.004851891820905951,0.03793244172922372,0.017171688456106837
2014-04-30,-0.005218891327666841,0.06775159569934863,0.0034863005887875165
2014-05-31,0.01498223617047767,0.008696981625289979,0.01597749625433864
2014-06-30,0.0014418281060657456,-0.012903778581086045,-0.025955290688348787
2014-07-31,0.03359898565702357,-0.02428567305840368,-0.045710510101511836
2014-08-31,0.004314027189078473,0.03751930996645214,-0.01496939235689243
2014-09-30,-0.021659856319129034,0.021454141138302685,-0.019815519088950184
2014-10-31,-0.023017837213462622,-0.005531718621873516,-0.00460693447829974
2014-11-30,0.00672378366656301,-0.026697985624985043,0.010918320012164306
2014-12-31,-0.030001974824645394,0.04334279573422806,0.033690090502048076
2015-01-31,0.02479180176503104,0.03155957127471121,0.018564639323415344
2015-02-28,0.022590563368035,0.054291116208413426,-0.027647890604809544
2015-03-31,0.029678878275464005,0.052406379845503004,0.00943877252737857
2015-04-30,0.04398124236282297,-0.016639528469009512,-0.04605497838339223
2015-05-31,-0.0008100899566509945,0.03767924845437509,0.008425199462947619
2015-06-30,-0.012577601287113827,0.01629717467415892,-0.03507886073554112
2015-07-31,-0.02183675269030083,0.01647249715803989,0.01838756749900128
2015-08-31,-0.045040911318817156,-0.017392633995291784,-0.023834499457437652
2015-09-30,0.009700452470069232,0.024674798305969192,-0.0034950142098023607
2015-10-31,0.03434175174938159,-0.025524433564260596,-0.010212703571746418
2015-11-30,-0.015775573015064936,0.0006929623437279542,0.010194218638994501
2015-12-31,-0.014210082132755764,0.02848624417378587,0.021833169097797978
2016-01-31,-0.02269372446859841,-0.017025018009411252,0.017410860987979726
2016-02-29,-0.004647094236497562,0.0019516363809528592,-0.03138494207600706
2016-03-31,0.04389261170967518,0.01534692255493142,-0.030512204100108242
2016-04-30,0.0008031053677473032,0.027123274033135747,0.021452929314505154
2016-05-31,-0.004722417242890242,-0.0017806347690881852,0.008363125330790755
2016-06-30,-0.008786646979055512,0.004111350704264716,-0.008553554700570287
2016-07-31,0.026679167035492224,0.052315605887002015,-0.010468647282456
2016-08-31,-0.0003828992474044224,-0.020734724933961113,-0.016050375799988137
2016-09-30,0.006823387842030737,0.04518241930718769,0.011686454755730935
2016-10-31,-0.026088072586516797,-0.04892817405820871,-0.06500113178897626
2016-11-30,-0.01622202218316049,0.008565144715545703,-0.03328495365990225
2016-12-31,0.02678609999473114,0.026035045114626287,0.017380779826092096
2017-01-31,0.014582572180285025,-0.021381534675906422,0.0014577412245582178
2017-02-28,0.008295847730747763,-0.03758152713307761,-0.017796608227277022
2017-03-31,0.030741239385259744,0.0026206230546095277,0.0012738577022888276
2017-04-30,0.021509719387991177,-0.03631624032055436,-0.00498515256421006
2017-05-31,0.06082711223510762,-0.031306407295635164,0.018634152391387993
2017-06-30,0.02057867912344169,-0.0016192527408558366,-0.04583643398294657
2017-07-31,0.0007158401629834277,-0.037271142605500684,-0.04400718865711695
2017-08-31,-0.012961496398801065,0.011053731634194985,0.015954167133507724
2017-09-30,0.012018547255893797,-0.05904716986297931,-0.025018068627545853
2017-10-31,0.055013083649612105,-0.04285549281320955,0.03259956253966734
2017-11-30,-0.002619535948145124,0.04389041794034254,-0.00015975672595458512
2017-12-31,0.0011075946821323956,-0.021937902951790544,0.01636851503570136
2018-01-31,0.054909911378202336,0.06975957027390711,0.03334006169679293
2018-02-28,-0.05458987032630924,0.02833867410970692,0.011609365532957439
2018-03-31,0.009019799159599717,0.009976143776840862,0.05059927217093607
2018-04-30,0.0261070182818659,0.013569083142856986,-0.0286472552613809
2018-05-31,-0.0319928530741429,0.06717931104008423,0.012931468146695657
2018-06-30,-0.04490029351106417,-0.04894980356217682,-0.02662700075753388
2018-07-31,-0.019005685823916818,-0.013553052855510783,-0.01401059182905795
2018-08-31,0.018504810396478666,0.028897906501348825,0.028230739055928433
2018-09-30,0.00784197640056461,0.009976978892750177,-0.02886470562231591
2018-10-31,-0.14358078344620706,-0.07533590450762162,-0.08084337806884478
2018-11-30,0.03657008438336762,0.05275911969615166,0.02582616637314117
2018-12-31,-0.02746409381038606,0.02723033058244928,-0.018612295783977828
2019-01-31,0.07857711816051349,0.025197120375858528,0.029068628104550243
2019-02-28,-0.0013556889974237762,-0.012251643704269122,0.0016042828844289314
2019-03-31,-0.02075951854859248,0.02800603781813904,0.0270106948390767
2019-04-30,0.029520373426989766,0.016440124864631755,-0.007674804889037379
2019-05-31,-0.07387429011942803,0.03460231722374907,-0.02854133109488477
2019-06-30,0.036198700992063015,0.0005648699376548105,-0.00681756214737872
2019-07-31,-0.05471321793192485,-0.040576405404007754,-0.028230496520612713
2019-08-31,-0.028024978348248908,0.024765255960151222,0.002545206606983097
2019-09-30,0.044186478238109395,-0.0022953411556019265,0.008434212695294985
2019-10-31,0.01689364983166053,-0.012560569065379834,0.011078224318228802
2019-11-30,-0.003823169049561259,-0.007600096899311626,-0.0031739136073106744
2019-12-31,0.053836227059188335,-0.015626686655505595,0.020655471541632497
2020-01-31,-0.034491413031185525,0.01745812927598034,0.030342342845094405
2020-02-29,-0.05980220083678167,-0.010633717520838748,0.011507984531664794
2020-03-31,-0.11110199141645338,-0.018037032787122098,0.051398366400030815
2020-04-30,0.11242146669118669,0.06313271236546925,0.033726803859725596
2020-05-31,0.050953168908340674,0.05037453362494193,0.04113723535155178
2020-06-30,0.039899060181989965,-0.014096827392963585,0.01980317181721758
2020-07-31,0.0739722101715985,0.02575905895299191,0.028784332543392965
2020-08-31,0.03463422340395517,-0.003596990597503069,0.007939108608461698
2020-09-30,0.001711529213100027,0.017824906576622945,-0.020692251207909296
2020-10-31,-0.03241690953172405,0.014604833401029582,-0.03380412586291959
2020-11-30,0.13910267359869155,-0.014588226194173992,-0.000694967818625658
2020-12-31,0.10825862315753843,-0.05545433765707353,0.02515653192585532
2021-01-31,0.02269895176480219,-0.019312583753410717,0.028854772509883997
2021-02-28,0.007582080327361851,0.006371406492534204,-0.02710360422890945
2021-03-31,0.019934714784977103,0.06477110075049741,-0.02516469507315866
2021-04-30,0.02916892556937989,0.0453864365196861,-0.03376736572721217
2021-05-31,0.012958545866689208,0.029321672710840962,-0.00485505791875962
2021-06-30,0.03158404722879138,0.036535211475079654,0.033771973767434016
2021-07-31,-0.02414097396981074,-0.0018629388626204557,0.0010812293162740794
2021-08-31,-0.00035659551149624935,-0.023599724766241503,-0.004288495099684098
2021-09-30,-0.038727332133551506,0.018309890966720754,-0.058312378572672685
2021-10-31,-0.029456326217244366,0.0046614641730435835,-0.0011488424919650075
2021-11-30,-0.04024083854917582,-0.07785607861105259,0.012738043250607234
2021-12-31,0.053817831720677,0.05237326156984623,0.013130164238516873
2022-01-31,-0.11247465172250459,-0.006876012744408522,-0.06869646551014374
2022-02-28,0.01189450791221347,0.036410502791982324,-0.03546345744605772
2022-03-31,0.02804241019484932,0.06672484448003235,0.02400224107891691
2022-04-30,-0.02630653526824045,0.041288650096961366,-0.01898876009411321
2022-05-31,-0.004522798768526126,-0.027552924076798546,-0.0036642088569387443
2022-06-30,-0.13621291520601253,-0.026193055404250876,-0.027012509648933092
2022-07-31,0.05631343083743823,0.005289799950747964,0.02589093649981611
2022-08-31,0.006683178448901428,0.020861295744833974,-0.009262314328836618
2022-09-30,-0.13403016060431416,-0.0022505873414339073,-0.07416895356312936
2022-10-31,0.06037395894695674,-0.022761243222265803,-0.0008705905780582723
2022-11-30,0.0725336362862441,0.011560623415316051,0.01805356377674916
2022-12-31,-0.09118523927282984,0.04510377143480526,-0.03772181092764404
2023-01-31,0.08509505635525594,-0.03163250729201128,0.04989487693924399
2023-02-28,0.005919047232650021,0.001144180610011647,0.03961426697423587
2023-03-31,0.032932888958248974,-0.030914226774820586,0.02777648713430425
2023-04-30,0.008402493194892946,0.03440046668293428,-0.096904716089657
