This file was created using the 202605 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20160622   ,-0.41
20160623   ,-0.63
20160624    ,4.56
20160627    ,2.17
20160628   ,-0.37
20160629   ,-0.17
20160630    ,0.42
20160701    ,0.07
20160704    ,0.52
20160705    ,1.69
20160706    ,1.09
20160707   ,-0.60
20160708   ,-1.31
20160711   ,-0.77
20160712   ,-1.91
20160713    ,0.82
20160714   ,-0.81
20160715    ,0.15
20160718    ,0.00
20160719    ,0.71
20160720   ,-0.18
20160721   ,-0.62
20160722    ,0.51
20160725    ,0.13
20160726    ,0.19
20160727   ,-1.41
20160728    ,1.09
20160729   ,-0.26
20160801    ,0.63
20160802    ,1.13
20160803   ,-0.64
20160804    ,0.16
20160805   ,-1.15
20160808   ,-0.60
20160809   ,-0.01
20160810   ,-0.22
20160811    ,0.44
20160812   ,-0.32
20160815    ,0.17
20160816    ,0.02
20160817    ,0.17
20160818   ,-0.10
20160819    ,0.45
20160822   ,-0.28
20160823   ,-1.00
20160824   ,-0.85
20160825    ,0.54
20160826   ,-0.03
20160829    ,0.29
20160830   ,-0.52
20160831   ,-0.72
20160901   ,-0.40
20160902    ,0.03
20160905    ,0.25
20160906    ,0.30
20160907    ,0.28
20160908   ,-1.05
20160909   ,-0.68
20160912    ,0.67
20160913    ,0.44
20160914    ,0.48
20160915    ,0.33
20160916    ,0.48
20160919    ,0.29
20160920    ,0.44
20160921   ,-0.37
20160922    ,0.19
20160923    ,0.55
20160926    ,0.88
20160927    ,0.42
20160928   ,-0.15
20160929   ,-0.15
20160930    ,0.21
20161003    ,0.09
20161004   ,-0.20
20161005   ,-0.65
20161006    ,0.09
20161007    ,0.53
20161010    ,0.27
20161011   ,-0.42
20161012    ,0.06
20161013    ,0.81
20161014   ,-0.38
20161017    ,0.30
20161018   ,-0.56
20161019    ,0.09
20161020   ,-0.60
20161021    ,0.08
20161024   ,-0.45
20161025    ,0.20
20161026   ,-0.68
20161027   ,-0.58
20161028    ,0.26
20161031    ,0.53
20161101   ,-0.13
20161102    ,0.35
20161103   ,-1.24
20161104    ,0.29
20161107   ,-0.03
20161108    ,0.25
20161109   ,-0.43
20161110   ,-1.35
20161111   ,-0.85
20161114   ,-0.48
20161115    ,0.46
20161116    ,0.60
20161117    ,0.00
20161118    ,0.27
20161121    ,0.75
20161122    ,0.26
20161123    ,0.17
20161124    ,0.14
20161125   ,-0.23
20161128    ,0.52
20161129   ,-0.66
20161130    ,0.22
20161201    ,0.06
20161202   ,-0.08
20161205    ,0.39
20161206   ,-0.94
20161207   ,-0.21
20161208   ,-0.42
20161209   ,-0.29
20161212    ,0.54
20161213   ,-0.85
20161214    ,0.09
20161215   ,-0.75
20161216   ,-0.16
20161219   ,-0.13
20161220   ,-0.17
20161221    ,0.24
20161222    ,0.12
20161223   ,-0.10
20161226    ,0.01
20161227    ,0.05
20161228    ,0.52
20161229   ,-0.02
20161230   ,-0.08
20170102    ,0.01
20170103    ,0.13
20170104   ,-0.36
20170105   ,-0.37
20170106    ,0.12
20170109    ,0.15
20170110    ,0.47
20170111    ,0.35
20170112    ,0.54
20170113    ,0.18
20170116    ,0.30
20170117   ,-0.71
20170118    ,0.37
20170119    ,0.00
20170120    ,0.36
20170123    ,0.01
20170124    ,0.88
20170125    ,0.37
20170126    ,0.15
20170127   ,-0.09
20170130   ,-0.51
20170131   ,-0.15
20170201    ,0.37
20170202    ,0.23
20170203   ,-0.06
20170206   ,-0.09
20170207   ,-0.53
20170208   ,-1.09
20170209    ,0.20
20170210    ,0.39
20170213    ,0.41
20170214    ,0.17
20170215    ,0.09
20170216   ,-0.21
20170217   ,-0.85
20170220    ,0.15
20170221   ,-0.02
20170222   ,-0.43
20170223   ,-0.42
20170224   ,-0.61
20170227    ,0.16
20170228    ,0.00
20170301    ,0.78
20170302   ,-0.27
20170303    ,0.11
20170306   ,-0.31
20170307    ,0.30
20170308    ,0.23
20170309   ,-0.75
20170310    ,0.17
20170313    ,0.24
20170314    ,0.01
20170315    ,0.46
20170316   ,-0.04
20170317   ,-0.38
20170320   ,-0.06
20170321   ,-0.38
20170322    ,0.15
20170323   ,-0.16
20170324    ,0.13
20170327   ,-0.69
20170328    ,0.65
20170329    ,0.16
20170330    ,0.09
20170331   ,-0.50
20170403    ,0.00
20170404    ,0.36
20170405    ,0.09
20170406    ,0.07
20170407    ,0.10
20170410   ,-0.16
20170411   ,-0.35
20170412   ,-0.41
20170413   ,-0.30
20170414   ,-0.04
20170417    ,0.00
20170418   ,-0.68
20170419    ,0.10
20170420    ,0.37
20170421    ,0.18
20170424    ,1.00
20170425    ,0.49
20170426    ,0.08
20170427   ,-0.44
20170428    ,0.35
20170501    ,0.12
20170502   ,-0.14
20170503   ,-0.25
20170504   ,-0.11
20170505    ,0.06
20170508   ,-0.68
20170509   ,-0.02
20170510    ,0.08
20170511    ,0.40
20170512   ,-0.51
20170515    ,0.60
20170516    ,0.18
20170517   ,-0.60
20170518   ,-0.14
20170519    ,0.31
20170522   ,-0.30
20170523    ,0.33
20170524    ,0.10
20170525    ,0.09
20170526    ,0.24
20170529    ,0.09
20170530    ,0.12
20170531   ,-0.27
20170601    ,0.19
20170602    ,0.43
20170605   ,-0.11
20170606    ,0.15
20170607    ,0.38
20170608    ,0.21
20170609    ,0.84
20170612   ,-0.82
20170613    ,0.18
20170614   ,-0.42
20170615   ,-0.18
20170616    ,0.11
20170619    ,0.50
20170620   ,-0.28
20170621    ,0.20
20170622   ,-0.28
20170623   ,-0.11
20170626    ,0.06
20170627    ,0.39
20170628    ,0.33
20170629    ,0.01
20170630    ,0.06
20170703    ,0.57
20170704   ,-0.38
20170705    ,0.35
20170706    ,0.29
20170707    ,0.10
20170710    ,0.38
20170711    ,0.51
20170712   ,-0.30
20170713   ,-0.01
20170714   ,-0.28
20170717   ,-0.12
20170718   ,-0.38
20170719    ,0.03
20170720   ,-0.05
20170721   ,-0.23
20170724    ,0.55
20170725    ,0.66
20170726   ,-0.01
20170727   ,-0.09
20170728    ,0.04
20170731    ,0.34
20170801    ,0.20
20170802   ,-0.15
20170803    ,0.18
20170804    ,0.12
20170807    ,0.54
20170808    ,0.25
20170809   ,-0.62
20170810   ,-0.19
20170811   ,-0.30
20170814    ,0.56
20170815    ,0.19
20170816    ,0.46
20170817   ,-0.23
20170818    ,0.38
20170821   ,-0.12
20170822    ,0.18
20170823    ,0.04
20170824    ,0.17
20170825    ,0.18
20170828   ,-0.16
20170829   ,-0.35
20170830    ,0.26
20170831    ,0.17
20170901    ,0.36
20170904    ,0.01
20170905   ,-0.53
20170906   ,-0.10
20170907   ,-0.16
20170908    ,0.05
20170911    ,0.61
20170912    ,0.38
20170913   ,-0.09
20170914   ,-0.21
20170915   ,-0.42
20170918    ,0.57
20170919    ,0.25
20170920   ,-0.19
20170921    ,0.36
20170922    ,0.21
20170925   ,-1.12
20170926   ,-0.14
20170927    ,0.61
20170928    ,0.12
20170929    ,0.16
20171002    ,0.26
20171003    ,0.05
20171004   ,-0.07
20171005    ,0.21
20171006   ,-0.22
20171009   ,-0.04
20171010    ,0.12
20171011    ,0.27
20171012    ,0.11
20171013    ,0.14
20171016    ,0.06
20171017    ,0.05
20171018   ,-0.01
20171019   ,-0.25
20171020    ,0.31
20171023    ,0.15
20171024    ,0.52
20171025    ,0.63
20171026    ,0.22
20171027   ,-0.26
20171030    ,0.08
20171031    ,0.11
20171101    ,0.49
20171102    ,0.00
20171103    ,0.17
20171106   ,-0.23
20171107    ,0.15
20171108   ,-0.32
20171109   ,-0.81
20171110    ,0.45
20171113   ,-0.04
20171114    ,0.57
20171115   ,-0.19
20171116    ,0.27
20171117   ,-0.10
20171120    ,0.22
20171121    ,0.44
20171122   ,-0.42
20171123    ,0.29
20171124    ,0.30
20171127   ,-0.01
20171128   ,-0.31
20171129   ,-0.57
20171130    ,0.25
20171201   ,-0.52
20171204    ,0.07
20171205    ,0.07
20171206   ,-0.04
20171207    ,0.15
20171208   ,-0.01
20171211   ,-0.25
20171212   ,-0.40
20171213    ,0.00
20171214   ,-0.09
20171215    ,0.22
20171218    ,0.35
20171219    ,0.13
20171220   ,-0.12
20171221   ,-0.27
20171222   ,-0.14
20171225    ,0.03
20171226   ,-0.01
20171227   ,-0.09
20171228   ,-0.04
20171229   ,-0.28
20180101    ,0.01
20180102   ,-0.14
20180103    ,0.39
20180104    ,0.31
20180105    ,0.05
20180108    ,0.07
20180109    ,0.03
20180110   ,-0.01
20180111   ,-0.01
20180112   ,-0.17
20180115   ,-0.19
20180116    ,0.35
20180117    ,0.48
20180118    ,0.24
20180119    ,0.64
20180122   ,-0.16
20180123   ,-0.19
20180124   ,-0.40
20180125   ,-0.12
20180126    ,0.40
20180129    ,0.22
20180130   ,-0.05
20180131    ,0.46
20180201    ,0.01
20180202   ,-0.49
20180205   ,-0.20
20180206    ,0.18
20180207    ,0.71
20180208   ,-1.28
20180209   ,-0.34
20180212    ,0.34
20180213    ,0.12
20180214    ,0.39
20180215    ,0.34
20180216   ,-0.05
20180219    ,0.00
20180220    ,0.12
20180221    ,0.52
20180222   ,-0.01
20180223   ,-0.15
20180226    ,0.28
20180227    ,0.01
20180228    ,0.06
20180301   ,-0.52
20180302   ,-0.45
20180305   ,-0.10
20180306    ,0.43
20180307    ,0.22
20180308   ,-0.11
20180309    ,0.03
20180312    ,0.22
20180313    ,0.25
20180314    ,0.02
20180315    ,0.46
20180316   ,-0.13
20180319    ,0.05
20180320    ,0.75
20180321    ,0.25
20180322   ,-0.45
20180323   ,-0.30
20180326    ,0.14
20180327    ,0.02
20180328   ,-1.28
20180329    ,0.15
20180330    ,0.00
20180402   ,-0.05
20180403    ,0.51
20180404   ,-0.61
20180405    ,0.31
20180406   ,-0.27
20180409    ,0.15
20180410    ,0.58
20180411    ,0.00
20180412    ,0.09
20180413   ,-0.12
20180416   ,-0.02
20180417    ,0.14
20180418    ,0.29
20180419   ,-0.06
20180420   ,-0.38
20180423    ,0.19
20180424    ,0.30
20180425   ,-0.67
20180426    ,0.21
20180427   ,-0.01
20180430   ,-0.37
20180501    ,0.06
20180502    ,0.74
20180503    ,0.11
20180504   ,-0.07
20180507    ,0.14
20180508   ,-0.32
20180509   ,-0.11
20180510    ,0.45
20180511    ,0.23
20180514   ,-0.22
20180515    ,0.41
20180516    ,0.22
20180517   ,-0.06
20180518   ,-0.16
20180521    ,0.32
20180522   ,-0.38
20180523   ,-0.67
20180524    ,1.36
20180525   ,-1.86
20180528    ,0.08
20180529    ,0.22
20180530    ,0.59
20180531    ,0.59
20180601   ,-0.04
20180604   ,-0.01
20180605    ,0.25
20180606    ,0.37
20180607   ,-0.09
20180608    ,0.11
20180611    ,0.05
20180612   ,-0.41
20180613    ,0.33
20180614    ,0.08
20180615   ,-0.46
20180618    ,0.34
20180619   ,-0.63
20180620   ,-0.27
20180621   ,-0.34
20180622    ,0.25
20180625   ,-0.59
20180626    ,0.50
20180627    ,0.70
20180628   ,-0.37
20180629    ,0.13
20180702   ,-0.25
20180703   ,-0.17
20180704   ,-0.50
20180705    ,0.25
20180706    ,0.03
20180709    ,0.29
20180710    ,0.72
20180711   ,-0.21
20180712    ,0.30
20180713    ,0.43
20180716   ,-0.31
20180717    ,0.27
20180718    ,0.04
20180719   ,-0.24
20180720   ,-0.32
20180723   ,-0.16
20180724    ,0.03
20180725    ,0.06
20180726   ,-0.52
20180727   ,-0.34
20180730   ,-0.39
20180731   ,-0.01
20180801    ,0.05
20180802    ,0.41
20180803   ,-0.03
20180806    ,0.37
20180807   ,-0.04
20180808   ,-0.32
20180809    ,0.35
20180810    ,0.40
20180813    ,0.47
20180814    ,0.05
20180815   ,-0.30
20180816    ,0.19
20180817   ,-0.24
20180820    ,0.18
20180821   ,-0.25
20180822    ,0.19
20180823    ,0.32
20180824    ,0.15
20180827   ,-0.10
20180828    ,0.24
20180829    ,0.28
20180830    ,0.57
20180831    ,0.04
20180903    ,0.46
20180904   ,-0.23
20180905   ,-0.74
20180906   ,-0.15
20180907    ,0.35
20180910   ,-0.18
20180911    ,0.92
20180912    ,0.28
20180913   ,-0.49
20180914   ,-0.04
20180917   ,-0.44
20180918   ,-0.05
20180919   ,-0.46
20180920   ,-0.42
20180921    ,0.00
20180924    ,0.54
20180925    ,0.81
20180926    ,0.12
20180927    ,0.04
20180928    ,0.80
20181001    ,0.58
20181002    ,0.13
20181003   ,-0.21
20181004   ,-0.72
20181005   ,-0.10
20181008   ,-0.53
20181009    ,0.11
20181010   ,-1.72
20181011   ,-0.24
20181012    ,0.48
20181015   ,-0.23
20181016    ,0.54
20181017    ,0.26
20181018    ,0.50
20181019    ,0.78
20181022   ,-0.19
20181023   ,-0.51
20181024    ,0.76
20181025   ,-0.14
20181026   ,-0.30
20181029   ,-0.63
20181030   ,-0.18
20181031    ,0.90
20181101   ,-1.14
20181102   ,-0.38
20181105    ,0.53
20181106    ,0.10
20181107   ,-0.13
20181108    ,0.46
20181109    ,0.19
20181112    ,0.92
20181113   ,-0.79
20181114   ,-0.30
20181115    ,0.28
20181116    ,0.42
20181119   ,-0.43
20181120   ,-0.02
20181121   ,-0.54
20181122   ,-0.16
20181123   ,-0.52
20181126   ,-0.80
20181127    ,0.08
20181128   ,-0.11
20181129    ,0.31
20181130    ,0.40
20181203    ,0.14
20181204    ,1.34
20181205   ,-0.35
20181206    ,0.62
20181207    ,1.00
20181210    ,0.56
20181211    ,0.06
20181212   ,-0.52
20181213    ,0.21
20181214    ,0.59
20181217    ,0.35
20181218   ,-0.56
20181219    ,0.46
20181220    ,0.57
20181221   ,-0.20
20181224    ,0.08
20181225    ,0.00
20181226    ,0.00
20181227   ,-0.29
20181228   ,-0.34
20181231    ,0.08
20190101   ,-0.01
20190102    ,0.14
20190103    ,0.43
20190104   ,-1.58
20190107   ,-0.61
20190108   ,-0.58
20190109   ,-0.48
20190110   ,-0.10
20190111    ,0.05
20190114    ,0.06
20190115    ,0.52
20190116   ,-0.96
20190117    ,0.46
20190118   ,-0.78
20190121    ,0.21
20190122    ,0.33
20190123    ,0.21
20190124   ,-0.38
20190125   ,-1.24
20190128    ,0.41
20190129    ,0.64
20190130   ,-0.25
20190131    ,0.81
20190201   ,-0.18
20190204    ,0.40
20190205    ,0.02
20190206   ,-0.54
20190207    ,1.45
20190208    ,1.10
20190211   ,-0.37
20190212   ,-0.73
20190213   ,-0.36
20190214    ,0.51
20190215   ,-0.77
20190218   ,-0.23
20190219    ,0.26
20190220   ,-0.75
20190221    ,0.39
20190222    ,0.21
20190225   ,-0.66
20190226    ,0.11
20190227   ,-0.16
20190228   ,-0.59
20190301   ,-0.54
20190304    ,0.09
20190305    ,0.67
20190306   ,-0.06
20190307    ,1.56
20190308    ,0.71
20190311   ,-0.12
20190312    ,0.01
20190313    ,0.06
20190314    ,0.14
20190315   ,-0.36
20190318   ,-0.34
20190319   ,-0.34
20190320    ,0.83
20190321    ,0.59
20190322    ,1.05
20190325    ,0.36
20190326    ,0.51
20190327   ,-0.44
20190328    ,0.66
20190329   ,-0.51
20190401   ,-0.82
20190402   ,-0.23
20190403   ,-0.76
20190404   ,-0.56
20190405   ,-0.02
20190408    ,0.23
20190409    ,0.03
20190410    ,0.20
20190411   ,-0.67
20190412   ,-1.19
20190415   ,-0.41
20190416   ,-0.46
20190417   ,-1.17
20190418    ,0.01
20190419   ,-0.02
20190422   ,-0.05
20190423    ,0.75
20190424    ,0.74
20190425    ,0.27
20190426    ,0.07
20190429   ,-0.49
20190430    ,0.49
20190501   ,-0.06
20190502   ,-0.10
20190503    ,0.39
20190506    ,0.61
20190507    ,1.21
20190508    ,0.05
20190509    ,0.67
20190510    ,0.11
20190513    ,1.24
20190514    ,0.34
20190515    ,0.45
20190516    ,0.49
20190517    ,0.34
20190520    ,0.56
20190521   ,-0.16
20190522    ,0.73
20190523    ,0.89
20190524    ,0.41
20190527   ,-0.10
20190528    ,0.11
20190529    ,0.15
20190530    ,0.15
20190531    ,0.45
20190603    ,0.63
20190604   ,-1.27
20190605    ,0.33
20190606    ,0.42
20190607    ,0.10
20190610   ,-0.49
20190611   ,-0.35
20190612    ,0.95
20190613    ,0.18
20190614    ,0.45
20190617    ,0.56
20190618   ,-0.12
20190619   ,-0.78
20190620    ,0.19
20190621   ,-0.15
20190624    ,0.83
20190625    ,0.35
20190626   ,-1.00
20190627   ,-0.74
20190628   ,-0.35
20190701   ,-0.33
20190702    ,0.80
20190703   ,-0.02
20190704   ,-0.39
20190705   ,-0.54
20190708    ,0.53
20190709    ,0.77
20190710   ,-0.16
20190711    ,0.09
20190712   ,-0.23
20190715    ,0.21
20190716   ,-0.39
20190717    ,1.07
20190718    ,0.36
20190719    ,0.14
20190722    ,0.07
20190723   ,-1.26
20190724   ,-0.24
20190725    ,0.15
20190726    ,0.29
20190729    ,0.35
20190730    ,0.71
20190731   ,-0.03
20190801    ,0.27
20190802    ,0.37
20190805   ,-0.03
20190806    ,0.32
20190807    ,0.39
20190808    ,0.00
20190809    ,0.50
20190812    ,1.01
20190813   ,-0.56
20190814    ,1.04
20190815    ,0.68
20190816   ,-0.65
20190819   ,-0.12
20190820    ,0.71
20190821   ,-0.13
20190822   ,-0.92
20190823    ,0.55
20190826   ,-0.17
20190827    ,0.26
20190828    ,0.16
20190829   ,-0.23
20190830   ,-0.28
20190902    ,0.37
20190903    ,0.37
20190904   ,-0.65
20190905   ,-1.82
20190906    ,0.20
20190909   ,-2.09
20190910   ,-2.39
20190911   ,-0.30
20190912    ,0.39
20190913   ,-1.80
20190916   ,-0.36
20190917    ,1.74
20190918    ,0.52
20190919   ,-0.22
20190920    ,0.06
20190923    ,1.25
20190924    ,1.12
20190925   ,-0.18
20190926    ,0.90
20190927   ,-0.71
20190930   ,-0.03
20191001    ,0.04
20191002    ,0.36
20191003    ,0.70
20191004    ,0.48
20191007    ,0.11
20191008    ,0.27
20191009    ,0.14
20191010   ,-0.64
20191011   ,-1.20
20191014    ,0.25
20191015   ,-0.35
20191016   ,-0.60
20191017   ,-0.09
20191018   ,-0.12
20191021   ,-1.11
20191022    ,0.35
20191023   ,-0.64
20191024    ,0.78
20191025   ,-0.05
20191028   ,-0.08
20191029    ,0.23
20191030    ,1.14
20191031    ,0.25
20191101   ,-0.26
20191104   ,-0.88
20191105   ,-0.95
20191106    ,0.27
20191107   ,-1.00
20191108    ,0.66
20191111    ,0.23
20191112    ,0.08
20191113    ,0.98
20191114    ,0.42
20191115    ,0.23
20191118    ,0.57
20191119   ,-0.17
20191120    ,0.29
20191121   ,-0.22
20191122   ,-0.16
20191125    ,0.30
20191126    ,0.77
20191127   ,-0.07
20191128   ,-0.10
20191129    ,0.17
20191202   ,-0.43
20191203    ,0.34
20191204    ,0.38
20191205    ,0.19
20191206    ,0.10
20191209   ,-0.01
20191210    ,0.05
20191211    ,0.14
20191212   ,-0.47
20191213    ,0.36
20191216    ,0.15
20191217   ,-0.06
20191218   ,-0.05
20191219    ,0.20
20191220    ,0.50
20191223    ,0.11
20191224    ,0.11
20191225    ,0.00
20191226   ,-0.01
20191227    ,0.25
20191230   ,-0.32
20191231    ,0.08
20200101    ,0.01
20200102   ,-0.11
20200103    ,0.06
20200106   ,-0.27
20200107    ,0.21
20200108    ,0.13
20200109    ,0.55
20200110   ,-0.10
20200113    ,0.32
20200114    ,0.49
20200115    ,0.44
20200116   ,-0.11
20200117    ,0.40
20200120    ,0.03
20200121    ,0.60
20200122    ,0.49
20200123    ,0.13
20200124    ,0.60
20200127   ,-0.38
20200128   ,-0.01
20200129    ,0.35
20200130    ,0.17
20200131    ,0.11
20200203    ,0.52
20200204    ,0.37
20200205   ,-0.20
20200206   ,-0.20
20200207    ,0.25
20200210    ,0.48
20200211    ,0.29
20200212   ,-0.34
20200213    ,0.77
20200214    ,0.22
20200217    ,0.01
20200218    ,0.58
20200219    ,0.69
20200220   ,-0.36
20200221    ,0.42
20200224   ,-0.63
20200225    ,0.08
20200226    ,0.06
20200227   ,-0.28
20200228   ,-0.51
20200302    ,1.06
20200303    ,2.00
20200304    ,0.60
20200305    ,0.49
20200306   ,-0.49
20200309    ,1.89
20200310   ,-0.14
20200311   ,-0.29
20200312    ,0.27
20200313   ,-0.03
20200316   ,-0.70
20200317   ,-0.80
20200318   ,-0.47
20200319    ,0.47
20200320   ,-0.78
20200323   ,-0.71
20200324   ,-1.18
20200325   ,-0.42
20200326    ,0.92
20200327    ,1.45
20200330    ,1.33
20200331   ,-0.59
20200401    ,0.54
20200402   ,-0.94
20200403    ,1.36
20200406   ,-1.65
20200407   ,-1.98
20200408    ,0.10
20200409   ,-0.94
20200410   ,-0.02
20200413   ,-0.07
20200414    ,2.09
20200415    ,3.56
20200416    ,1.50
20200417   ,-2.13
20200420    ,1.09
20200421    ,2.34
20200422   ,-0.56
20200423   ,-1.40
20200424    ,1.22
20200427   ,-1.08
20200428   ,-2.08
20200429   ,-4.25
20200430    ,1.56
20200501    ,0.77
20200504    ,1.76
20200505   ,-0.32
20200506    ,1.36
20200507   ,-0.37
20200508   ,-0.44
20200511    ,1.19
20200512    ,1.22
20200513    ,2.18
20200514   ,-0.25
20200515    ,0.13
20200518   ,-2.87
20200519    ,0.68
20200520    ,0.33
20200521    ,0.52
20200522    ,0.57
20200525   ,-0.62
20200526   ,-3.70
20200527   ,-3.88
20200528    ,0.74
20200529    ,2.70
20200601   ,-1.46
20200602   ,-2.38
20200603   ,-2.94
20200604   ,-0.50
20200605   ,-4.32
20200608   ,-2.22
20200609    ,2.54
20200610    ,2.31
20200611    ,3.66
20200612   ,-0.88
20200615    ,0.66
20200616   ,-1.05
20200617    ,1.92
20200618    ,0.40
20200619    ,0.73
20200622    ,0.79
20200623   ,-0.38
20200624    ,1.57
20200625    ,0.47
20200626    ,0.76
20200629   ,-0.93
20200630    ,0.62
20200701    ,0.80
20200702   ,-0.65
20200703    ,0.72
20200706   ,-0.36
20200707    ,0.61
20200708    ,1.12
20200709    ,1.14
20200710   ,-0.66
20200713   ,-0.50
20200714   ,-0.33
20200715   ,-0.50
20200716    ,0.28
20200717    ,0.98
20200720    ,1.25
20200721   ,-1.21
20200722    ,1.10
20200723    ,0.32
20200724   ,-0.61
20200727    ,1.86
20200728   ,-0.60
20200729    ,0.13
20200730    ,0.65
20200731    ,0.77
20200803    ,0.62
20200804   ,-1.63
20200805   ,-0.83
20200806    ,0.80
20200807    ,0.88
20200810   ,-1.36
20200811   ,-1.90
20200812    ,0.32
20200813    ,0.95
20200814    ,0.01
20200817    ,1.63
20200818    ,0.38
20200819    ,0.15
20200820    ,0.65
20200821    ,0.35
20200824   ,-0.83
20200825    ,0.37
20200826    ,0.60
20200827   ,-0.72
20200828   ,-0.42
20200831    ,1.11
20200901    ,0.91
20200902    ,0.17
20200903   ,-2.46
20200904   ,-1.25
20200907    ,0.60
20200908    ,0.08
20200909    ,0.94
20200910   ,-0.30
20200911    ,0.62
20200914    ,0.09
20200915    ,0.54
20200916   ,-0.16
20200917    ,0.29
20200918    ,2.20
20200921    ,1.59
20200922    ,0.56
20200923    ,0.38
20200924    ,0.35
20200925    ,0.49
20200928   ,-1.06
20200929    ,1.53
20200930   ,-0.46
20201001    ,1.06
20201002   ,-0.32
20201005   ,-0.61
20201006   ,-2.18
20201007    ,0.83
20201008   ,-0.94
20201009    ,0.64
20201012    ,1.36
20201013    ,1.56
20201014    ,0.24
20201015    ,0.17
20201016    ,0.10
20201019   ,-0.75
20201020   ,-0.70
20201021    ,0.16
20201022   ,-0.61
20201023   ,-1.63
20201026    ,0.24
20201027    ,2.21
20201028    ,0.28
20201029    ,0.99
20201030   ,-0.55
20201102   ,-0.57
20201103   ,-1.07
20201104    ,1.55
20201105    ,0.77
20201106    ,0.58
20201109  ,-10.87
20201110   ,-5.19
20201111    ,1.20
20201112    ,0.87
20201113   ,-0.78
20201116   ,-3.43
20201117   ,-0.42
20201118   ,-0.30
20201119    ,1.39
20201120    ,0.47
20201123   ,-1.61
20201124   ,-3.67
20201125    ,0.83
20201126    ,1.00
20201127    ,0.83
20201130    ,2.02
20201201   ,-1.81
20201202   ,-0.64
20201203   ,-1.00
20201204   ,-0.99
20201207    ,0.94
20201208    ,0.88
20201209   ,-0.49
20201210    ,0.55
20201211    ,1.30
20201214    ,0.08
20201215   ,-0.62
20201216    ,0.35
20201217    ,0.38
20201218    ,1.13
20201221    ,1.70
20201222    ,0.14
20201223   ,-1.11
20201224   ,-0.21
20201225   ,-0.06
20201228    ,0.60
20201229    ,0.13
20201230    ,0.08
20201231    ,0.39
20210101   ,-0.01
20210104    ,1.69
20210105   ,-0.32
20210106   ,-1.91
20210107    ,0.41
20210108    ,0.33
20210111    ,0.30
20210112   ,-0.40
20210113    ,0.10
20210114   ,-0.07
20210115   ,-0.74
20210118    ,0.52
20210119    ,0.31
20210120    ,0.43
20210121    ,1.36
20210122    ,0.83
20210125    ,0.76
20210126   ,-0.60
20210127   ,-1.26
20210128    ,0.40
20210129    ,0.56
20210201    ,1.06
20210202   ,-0.19
20210203    ,0.15
20210204   ,-0.65
20210205   ,-0.33
20210208    ,0.23
20210209   ,-0.14
20210210    ,0.07
20210211    ,1.18
20210212    ,0.28
20210215   ,-0.82
20210216    ,0.44
20210217   ,-0.44
20210218   ,-0.09
20210219    ,0.87
20210222   ,-1.44
20210223   ,-2.31
20210224   ,-0.08
20210225    ,0.08
20210226   ,-0.27
20210301    ,0.49
20210302   ,-0.09
20210303   ,-0.46
20210304   ,-2.02
20210305   ,-0.83
20210308    ,0.06
20210309    ,1.15
20210310   ,-0.45
20210311    ,1.29
20210312   ,-0.80
20210315   ,-0.12
20210316    ,0.19
20210317   ,-0.39
20210318    ,0.47
20210319   ,-0.23
20210322    ,0.23
20210323   ,-0.76
20210324    ,0.20
20210325   ,-0.28
20210326    ,1.06
20210329   ,-0.76
20210330    ,0.53
20210331    ,0.51
20210401    ,0.57
20210402   ,-0.01
20210405   ,-0.10
20210406    ,0.53
20210407   ,-0.19
20210408   ,-0.31
20210409    ,0.15
20210412   ,-0.33
20210413    ,0.75
20210414    ,0.18
20210415    ,0.17
20210416    ,0.85
20210419   ,-1.13
20210420   ,-0.84
20210421    ,0.01
20210422    ,0.45
20210423    ,0.98
20210426    ,0.78
20210427    ,0.34
20210428   ,-0.20
20210429   ,-0.45
20210430   ,-0.46
20210503    ,0.11
20210504   ,-1.24
20210505    ,1.21
20210506   ,-0.69
20210507    ,0.74
20210510   ,-0.35
20210511   ,-0.74
20210512   ,-0.88
20210513    ,0.06
20210514    ,0.41
20210517   ,-0.44
20210518    ,0.71
20210519   ,-0.63
20210520    ,0.72
20210521    ,0.06
20210524    ,0.57
20210525    ,0.68
20210526    ,0.10
20210527    ,0.95
20210528    ,0.24
20210531    ,0.33
20210601    ,0.68
20210602   ,-0.16
20210603   ,-0.23
20210604    ,0.03
20210607   ,-0.10
20210608   ,-0.24
20210609   ,-0.65
20210610   ,-0.36
20210611    ,0.01
20210614   ,-0.12
20210615   ,-0.37
20210616   ,-0.39
20210617   ,-0.18
20210618   ,-0.73
20210621    ,0.60
20210622    ,0.41
20210623    ,0.00
20210624    ,0.34
20210625    ,0.01
20210628   ,-0.55
20210629    ,0.51
20210630   ,-0.26
20210701    ,0.06
20210702    ,0.25
20210705    ,0.52
20210706   ,-0.87
20210707   ,-0.09
20210708   ,-0.96
20210709    ,1.20
20210712    ,0.17
20210713   ,-0.07
20210714    ,0.42
20210715   ,-0.09
20210716   ,-1.00
20210719   ,-1.08
20210720    ,0.55
20210721    ,1.22
20210722    ,0.61
20210723    ,0.41
20210726    ,1.04
20210727   ,-0.39
20210728    ,0.39
20210729    ,0.26
20210730   ,-0.14
20210802    ,0.52
20210803    ,0.47
20210804    ,0.57
20210805   ,-0.14
20210806   ,-0.09
