n_stocks,n_delisted,n_filter_hits,filter_top_years,n_resume_lost,resume_jump_median,panel_start,panel_end
4660,1842,1410,"{2009: 128, 2010: 120, 1998: 103, 2012: 88}",157,0.634,1990-01-03,2026-04-24
